norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=MEETING}},1.0,true,true
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=MEETING}},0.014,false,false
Norm{consequent=RING; conditions=Context{}},0.925,true,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=ER}},0.023,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND; calleeLocation=LIBRARY}},0.002,false,false
Norm{consequent=IGNORE; conditions=Context{}},0.025,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=PARTY}},0.995,true,true
Norm{consequent=RING; conditions=Context{; calleeLocation=PARTY}},0.957,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY}},0.962,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=HOME}},0.989,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=HOME}},0.995,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER}},0.953,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.999,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND; calleeLocation=MEETING}},0.974,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND}},0.95,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true}},0.988,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false}},0.981,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=MEETING}},0.998,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=STRANGER}},0.998,true,true
Norm{consequent=RING; conditions=Context{; calleeLocation=HOME}},0.954,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE}},0.961,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE}},0.998,true,true
