norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FRIEND; calleeLocation=HOME}},0.191,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.395,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND}},0.781,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=STRANGER}},0.878,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.195,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=MEETING}},0.186,false,false
Norm{consequent=IGNORE; conditions=Context{}},0.308,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=STRANGER}},0.779,false,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=PARTY}},0.982,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=STRANGER; calleeLocation=MEETING}},0.079,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=LIBRARY}},0.978,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=LIBRARY}},0.334,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY}},0.771,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=MEETING}},0.294,false,false
Norm{consequent=RING; conditions=Context{}},0.651,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true}},0.076,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=PARTY}},0.939,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.604,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=ER}},0.621,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=ER}},0.935,true,true
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=ER}},0.3,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER}},0.563,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=LIBRARY}},0.69,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE}},0.787,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=MEETING}},0.679,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.406,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY}},0.21,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=PARTY}},0.33,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY; calleeLocation=ER}},0.595,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=PARTY}},0.595,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=STRANGER; calleeLocation=LIBRARY}},0.906,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; calleeLocation=HOME}},0.061,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=ER}},0.972,true,true
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FRIEND}},0.202,false,false
