norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.406,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.594,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER; calleeLocation=MEETING}},0.407,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=MEETING}},0.275,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=HOME}},0.279,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false}},0.379,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FRIEND; calleeLocation=ER}},0.17,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FAMILY; calleeLocation=PARTY}},0.383,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true}},0.936,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=ER}},0.191,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=PARTY}},0.178,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=PARTY}},0.614,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=HOME}},0.983,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=LIBRARY}},0.4,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE}},0.777,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE}},0.019,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FRIEND}},0.181,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=MEETING}},0.676,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=HOME}},0.691,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=PARTY}},0.274,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE}},0.395,false,false
Norm{consequent=RING; conditions=Context{}},0.672,false,false
