norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=HOME}},0.009,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=HOME}},0.914,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FAMILY; calleeLocation=HOME}},0.044,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=HOME}},0.038,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false}},0.893,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=STRANGER}},0.462,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE}},0.034,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FRIEND; calleeLocation=LIBRARY}},0.03,false,false
Norm{consequent=RING; conditions=Context{}},0.897,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.041,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY}},0.043,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND}},0.931,true,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER}},0.129,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=LIBRARY}},0.926,true,false
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER}},0.852,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FRIEND}},0.987,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=FRIEND; calleeLocation=MEETING}},0.002,false,false
Norm{consequent=IGNORE; conditions=Context{}},0.068,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY; calleeLocation=PARTY}},0.964,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY}},0.938,true,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=MEETING}},0.115,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE}},0.965,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY}},0.959,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true}},0.976,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY; calleeLocation=PARTY}},0.967,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FRIEND; calleeLocation=ER}},0.996,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE; calleeLocation=ER}},0.999,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=ER}},0.998,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=PARTY}},0.968,true,true
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=LIBRARY}},0.053,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=LIBRARY}},0.999,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=MEETING}},0.928,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=MEETING}},0.992,true,true
