norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND; calleeLocation=MEETING}},0.017,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FRIEND; calleeLocation=ER}},0.986,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=ER}},0.054,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=ER}},0.944,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=STRANGER}},0.01,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true}},0.011,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=STRANGER}},0.99,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=STRANGER}},0.594,false,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=PARTY}},0.994,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.96,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE}},0.996,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.028,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=PARTY}},0.057,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY; calleeLocation=LIBRARY}},0.988,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=LIBRARY}},0.046,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=ER}},0.926,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=ER}},0.995,true,true
Norm{consequent=RING; conditions=Context{; calleeLocation=LIBRARY}},0.923,true,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND; calleeLocation=LIBRARY}},0.959,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY}},0.969,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE}},0.976,true,true
Norm{consequent=IGNORE; conditions=Context{}},0.071,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY}},0.937,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.971,true,true
Norm{consequent=RING; conditions=Context{}},0.895,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER; calleeLocation=LIBRARY}},0.901,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=true}},0.984,true,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FRIEND}},0.04,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=PARTY}},0.922,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY; calleeLocation=ER}},0.982,true,true
