norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=LIBRARY}},0.275,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=LIBRARY}},0.406,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.859,false,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.019,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY}},0.92,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE}},0.117,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=HOME}},0.037,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.115,false,false
Norm{consequent=RING; conditions=Context{}},0.871,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=HOME}},0.052,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=ER}},0.058,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=MEETING}},0.302,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=FRIEND; calleeLocation=MEETING}},0.017,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE}},0.009,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false}},0.225,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=FRIEND; calleeLocation=LIBRARY}},0.018,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND; calleeLocation=PARTY}},0.938,true,true
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; calleeLocation=LIBRARY}},0.046,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=STRANGER}},0.483,false,false
