norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=LIBRARY}},0.388,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY; calleeLocation=LIBRARY}},0.104,false,false
Norm{consequent=RING; conditions=Context{}},0.883,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; calleeLocation=ER}},0.014,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY}},0.049,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true}},0.971,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE; calleeLocation=LIBRARY}},0.02,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER}},0.834,false,false
Norm{consequent=IGNORE; conditions=Context{}},0.08,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=PARTY}},0.903,true,false
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE}},0.932,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=ER}},0.882,false,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=LIBRARY}},0.611,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE; calleeLocation=HOME}},1.0,true,true
Norm{consequent=RING; conditions=Context{; calleeLocation=HOME}},0.926,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=ER}},0.982,true,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.69,false,true
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=STRANGER; calleeLocation=HOME}},0.63,false,true
Norm{consequent=RING; conditions=Context{; callUrgency=false}},0.776,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=HOME}},0.999,true,true
Norm{consequent=RING; conditions=Context{; calleeLocation=MEETING}},0.819,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=PARTY}},0.979,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER; calleeLocation=MEETING}},0.685,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=LIBRARY}},0.816,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=MEETING}},0.31,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=STRANGER}},0.519,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER; calleeLocation=PARTY}},0.159,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=ER}},0.933,true,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY}},0.991,true,true
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND}},0.925,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND; calleeLocation=PARTY}},0.145,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; calleeLocation=PARTY}},0.734,false,true
