norm,acceptance_rate,is_emerged,is_subsumed_by_emerged
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=FRIEND; calleeLocation=MEETING}},0.466,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=MEETING}},0.279,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true}},0.293,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=HOME}},0.936,true,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FAMILY}},0.631,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=FAMILY}},0.367,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FRIEND}},0.5,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND; calleeLocation=HOME}},0.37,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=HOME}},0.386,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true}},0.695,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=LIBRARY}},0.852,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=ER}},0.302,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE}},0.38,false,false
Norm{consequent=RING; conditions=Context{}},0.403,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY}},0.503,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=ER}},0.379,false,false
Norm{consequent=IGNORE; conditions=Context{}},0.544,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; calleeLocation=PARTY}},0.85,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false}},0.246,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY; calleeLocation=ER}},0.691,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=HOME}},0.559,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; calleeLocation=HOME}},0.842,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=LIBRARY}},0.658,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER}},0.305,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=COLLEAGUE}},0.488,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=FAMILY; calleeLocation=MEETING}},0.47,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY; calleeLocation=MEETING}},0.654,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=HOME}},0.67,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE}},0.805,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=COLLEAGUE; calleeLocation=ER}},0.693,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false}},0.745,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; calleeLocation=HOME}},0.156,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY}},0.473,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=LIBRARY}},0.603,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=STRANGER; calleeLocation=PARTY}},0.203,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=PARTY}},0.343,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; callerRelationship=STRANGER}},0.373,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; calleeLocation=LIBRARY}},0.512,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND}},0.627,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=PARTY}},0.628,false,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=FAMILY; calleeLocation=PARTY}},0.567,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=COLLEAGUE; calleeLocation=ER}},0.698,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=COLLEAGUE; calleeLocation=MEETING}},0.54,false,false
Norm{consequent=IGNORE; conditions=Context{; calleeLocation=MEETING}},0.693,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=LIBRARY}},0.313,false,false
Norm{consequent=RING; conditions=Context{; callerRelationship=FAMILY; calleeLocation=LIBRARY}},0.387,false,false
Norm{consequent=RING; conditions=Context{; calleeLocation=ER}},0.596,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=STRANGER; calleeLocation=MEETING}},0.343,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=false; callerRelationship=STRANGER; calleeLocation=MEETING}},0.033,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=false; callerRelationship=FRIEND; calleeLocation=LIBRARY}},0.786,false,false
Norm{consequent=IGNORE; conditions=Context{; callUrgency=true; calleeLocation=MEETING}},0.549,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FRIEND; calleeLocation=HOME}},0.931,true,false
Norm{consequent=IGNORE; conditions=Context{; callerRelationship=STRANGER}},0.675,false,false
Norm{consequent=RING; conditions=Context{; callUrgency=true; callerRelationship=FAMILY}},0.8,false,false
